"ID","CORE_TEXT","EXT_TEXT","he wrote","Van Gogh wrote","complementary colours","The Potato Eaters","this torso of Venus","drew","standing torso of Venus","which he painted a number of times","He would use this technique more than once in his later work","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Torso of Venus","Horse","Torso of Venus 1","Male Torso","Kneeling Ecorche","Torso of Venus 2","Portrait of a Prostitute","Head of an Old Man","Head of a Woman 4","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Torso of Venus 3","Woman Sewing","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Head of a Prostitute","1885","Nuenen","painting","1887","Paris","cityscape","portrait","still life","1890","animal art","drawing","1884","heads","Antwerp","1886","nude","1881","Brussels"
"d0175V1962","Garden of a Bathhouse Vincent van Gogh (1853 - 1890), Arles, August 1888 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 60.7 cm x 49.2 cm","localhost F1457 JH1539 d0175V1962","Van Gogh came across this abundance of sunflowers in the little garden of a bathhouse in Arles. They are overgrown with flowering creepers. In a letter to his brother Theo, Vincent described the brilliant colours of all those flowers under the blue sky. He placed a very small signature on the bucket in the right foreground. Vincent warned his brother that he might find the drawing too stiff. He had done that deliberately, so that he could later use the drawing as the basis for a painting. But he never carried out that plan.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0176V1962","Vestibule in the Asylum Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, September-October 1889 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 61.6 cm x 47.1 cm","localhost F1530 JH1806 d0176V1962","Here you see the entrance hall of the asylum in Saint-Remy-de-Provence. This medieval building started out as a monastery. After Van Gogh had cut off his ear and spent some time in the hospital in Arles, he had himself admitted here. When he felt up to it, he would go outside to draw or paint. If you zoom in, you can see that Van Gogh made this drawing on pink paper. Thats especially clear when you look at the floor in the foreground. There you can also see the black chalk lines of the underdrawing. He painted over that drawing in oils.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0177V1962","Wild Vegetation Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, June-July 1889 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 47.1 cm x 62.4 cm","localhost F1542 JH1742 d0177V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0178V1962","Peasant Woman Binding Sheaves Vincent van Gogh (1853 - 1890), Nuenen, July-September 1885 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 56.3 cm x 44.5 cm","localhost F1266 JH0868 d0178V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","https://vangoghmuseum.nl/en/collection?Place=Nuenen","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0179V1962","Digger in a Potato Field: February Vincent van Gogh (1853 - 1890), Nuenen, July-September 1885 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 54.5 cm x 42.4 cm","localhost F1302 JH0859 d0179V1962","Its hard to spot, but zoom in on the bottom left-hand corner of this drawing and you can just make out two lines written in French in Van Goghs hand. The words translate as digger in a potato field, February. He probably intended to produce a traditional series of pictures of work on the land, one for each month of the year. From his letters, we know that Van Gogh did not in fact draw this raw-boned peasant in February, but in the summer of 1885. Its amazing that he could persuade a farm worker to pose for him right in the middle of the busy harvest period.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","https://vangoghmuseum.nl/en/collection?Place=Nuenen","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0180V1962r","Torso of Venus Vincent van Gogh (1853 - 1890), Paris, March-May 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 61.1 cm x 45.5 cm","localhost F1708r JH1064 d0180V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","https://vangoghmuseum.nl/en/collection?Genre=still life","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","https://vangoghmuseum.nl/en/collection?Type=study","https://vangoghmuseum.nl/en/collection?Date=1886","https://vangoghmuseum.nl/en/collection?Genre=nude","localhost","localhost",,
"d0180V1962v","Torso of Venus Vincent van Gogh (1853 - 1890), Paris, March-May 1886 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 61.1 cm x 45.5 cm","localhost F1708v JH1065 d0180V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","https://vangoghmuseum.nl/en/collection?Genre=still life","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","https://vangoghmuseum.nl/en/collection?Type=study","https://vangoghmuseum.nl/en/collection?Date=1886","https://vangoghmuseum.nl/en/collection?Genre=nude","localhost","localhost",,
"d0181V1962","Woodcutter Vincent van Gogh (1853 - 1890), Nuenen, July-September 1885 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 45.0 cm x 55.5 cm","localhost F1327 JH0902 d0181V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","https://vangoghmuseum.nl/en/collection?Place=Nuenen","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0182V1962","View of Scheveningen Vincent van Gogh (1853 - 1890), The Hague, Summer-Autumn 1882 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 43.1 cm x 59.7 cm","localhost F1041 JH0167 d0182V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0183V1962","Old Man with a Top Hat Vincent van Gogh (1853 - 1890), The Hague, December 1882-January 1883 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 60.0 cm x 36.0 cm","localhost F0985 JH0286 d0183V1962","This old man in a top hat was probably a resident of the Almshouse for Men and Women in The Hague. Van Gogh preferred subjects with a working-class appearance. He made a large series of studies of heads like these, partly to practise depicting faces and expressions. In the case of this old man, he was successful: his sunken cheeks and the weary look in his eyes seem completely authentic. In this drawing, Van Gogh used many different shades of black. He scratched away some of the deep black lithographic ink in the hat to suggest a gleaming stripe.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0185V1962","Giant Peacock Moth Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, May 1889 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 16.3 cm x 24.2 cm","localhost F1523 JH1700 d0185V1962","Vincent van Gogh found this large emperor moth in the garden of the clinic at Saint-Remy. He believed it to be a deaths head moth, its coloration astonishingly distinguished: black, grey, white, shaded, and with glints of carmine or vaguely tending towards olive green; its very big.. . He drew the moth with black chalk, paying considerable attention to the details. He applied the tone of the wings by carefully rubbing the chalk away. Van Gogh used a fine pen and brown ink to fill in the legs and antennae, added a few little lines to the wings and drew an extra outline around them. He accentuated the dark parts of the moth by thickly applying brown ink. He used the same ink with a pen and brush to draw a frame around the image. There was a particular reason Van Gogh drew the emperor moth rather than painting it, as [he wrote](http://vangoghletters.org/vg/letters/let776/letter.html) to Theo: To paint it I would have had to kill it, and that would have been a shame since the animal was so beautiful. He did, however, paint another version later, basing himself on this drawing, which is how the splashes of oil paint got onto the paper.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0186V1962r","Winter Landscape with Walking Figures Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 31.9 cm","localhost F1592r JH1910 d0186V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0186V1962v","Field with Sower Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 31.9 cm","localhost F1592v JH1899 d0186V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0187V1962r","Studies of a Sower and of a Hand Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.9 cm x 31.9 cm","localhost F1603r JH1936 d0187V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0187V1962v","Sketches of Figures and Studies of a Hand Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.9 cm x 31.9 cm","localhost F1603v JH1937 d0187V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0188V1962r","Landscape with Figures Pushing Wheelbarrows Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 31.9 cm","localhost F1598r JH1925 d0188V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0188V1962v","Studies of Working Figures Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 31.8 cm","localhost F1598v JH1932 d0188V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0189V1962r","Figures by the Fireplace Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-May 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 31.6 cm","localhost F1608r JH1962 d0189V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0189V1962v","Studies of a Hand and a Digger Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 31.6 cm","localhost F1608v JH0618 d0189V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0190V1962r","Standing Male Nude and Sitting Figure (after Bargue) Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, June 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 44.3 cm x 27.3 cm","localhost F1508r NA00000 d0190V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","https://vangoghmuseum.nl/en/collection?Type=study","localhost","https://vangoghmuseum.nl/en/collection?Genre=nude","localhost","localhost",,
"d0190V1962v","Interior with Tables and Chairs, and a Sketch of The Bedroom Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, June-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 27.3 cm x 44.3 cm","localhost F1508v JH1611 d0190V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0191V1969","Chair by a Fireplace Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, April-May 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 32.5 cm x 24.9 cm","localhost F1511 JH1963 d0191V1969",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0192V1962r","Chair Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, April-May 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 33.0 cm x 24.7 cm","localhost F1512r JH1966 d0192V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=still life","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0192V1962v","Study of Horses and Peasants Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, September 1889 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 33.0 cm x 24.7 cm","localhost F1512v NA00000 d0192V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0193V1962","The Park and Pond in Front of the Yellow House Vincent van Gogh (1853 - 1890), Arles, April 1888 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 32.0 cm x 50.1 cm","localhost F1513 JH1412 d0193V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0194V1969","The Walled Wheatfield Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, April-May 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 24.9 cm x 32.3 cm","localhost F1558 JH1716 d0194V1969",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0195V1962r","Carriage and Figures on a Road Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 28.2 cm x 23.9 cm","localhost F1587r JH1969 d0195V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0195V1962v","Peasant Digging Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 28.2 cm x 23.9 cm","localhost F1587v JH1948 d0195V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0196V1962r","Sketch of Pine Trees Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, October 1889 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 24.2 cm x 32.6 cm","localhost F1590r JH1944 d0196V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0196V1962v","Four Men on a Road Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 24.2 cm x 32.6 cm","localhost F1590v JH1946 d0196V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0197V1962r","Winter Landscape with Working Figures Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 31.5 cm x 23.8 cm","localhost F1593r JH1906 d0197V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
